uid,prediction
u004186,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004187,"i001952,i000481,i001038,i000661,i000207,i001663,i000248,i000158,i002146,i001046"
u004188,"i001069,i000947,i001952,i000481,i001875,i000248,i001296,i000661,i000521,i001267"
u004194,"i001069,i001663,i001713,i001267,i000481,i000947,i000909,i000931,i000619,i000521"
u004195,"i000909,i000481,i001069,i000342,i001663,i000521,i001038,i000646,i001949,i000661"
u004196,"i000661,i000521,i000342,i000248,i001952,i000270,i001046,i000619,i000481,i001296"
u004197,"i000342,i000521,i000248,i000661,i000619,i000563,i000909,i000253,i001296,i000570"
u004199,"i000661,i000521,i000342,i000481,i000947,i001875,i001508,i000909,i000570,i001914"
u004202,"i000481,i001445,i001046,i001663,i001952,i001455,i000554,i000661,i001069,i000909"
u004204,"i001069,i000481,i001663,i001267,i000947,i000619,i000931,i001713,i000909,i001952"
u004205,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004206,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004211,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004218,"i000555,i000324,i001922,i000898,i000327,i000977,i000110,i000342,i002040,i001545"
u004225,"i001069,i000947,i001267,i001713,i000931,i000481,i000570,i001002,i001189,i000652"
u004227,"i001069,i000947,i000521,i000909,i000931,i000342,i001445,i000481,i001949,i000554"
u004230,"i001688,i000555,i000754,i000110,i001151,i000324,i000282,i001584,i001786,i000909"
u004236,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004240,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004241,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004250,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004252,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004253,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004255,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004258,"i000481,i000207,i000909,i001038,i001478,i000521,i001663,i000342,i001952,i001069"
u004262,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004266,"i001952,i000481,i001038,i000661,i000248,i000158,i000207,i002146,i001046,i001069"
u004271,"i000646,i001663,i002132,i000481,i001478,i001069,i000619,i000521,i001046,i000158"
u004279,"i001663,i001952,i000481,i001069,i000646,i000207,i000248,i001267,i000158,i001038"
u004311,"i001069,i001952,i000931,i001949,i000909,i001445,i001710,i001455,i000947,i000661"
u004313,"i000481,i001069,i001478,i000909,i001713,i000619,i000207,i001109,i000158,i001267"
u004321,"i000909,i000481,i000342,i000521,i001445,i001949,i001663,i000555,i000661,i001069"
u004330,"i001952,i000661,i000481,i000248,i001069,i001046,i001038,i001455,i001296,i001673"
u004338,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004340,"i001069,i001267,i001663,i001713,i000947,i000570,i001189,i001002,i000619,i000931"
u004341,"i000661,i001753,i000909,i000324,i000521,i001673,i001649,i000342,i001710,i001455"
u004342,"i001240,i001682,i001151,i001922,i002009,i002056,i001335,i000282,i001688,i000058"
u004353,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004355,"i000481,i001952,i000661,i000342,i000521,i000909,i001069,i000207,i001445,i001038"
u004369,"i001875,i000521,i000947,i000342,i001069,i001753,i000661,i000167,i001914,i000563"
u004371,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004377,"i000695,i001049,i001584,i000058,i001462,i001688,i001240,i000401,i001922,i001801"
u004379,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004385,"i001914,i000931,i001875,i000968,i001649,i001710,i000652,i001445,i001455,i001673"
u004386,"i000481,i001038,i001069,i001952,i001663,i000909,i000207,i001478,i000661,i000521"
u004393,"i000481,i000207,i001038,i000521,i001663,i001952,i001478,i001069,i000909,i000158"
u004401,"i001663,i000481,i001478,i001069,i000646,i000207,i000521,i001445,i002132,i001046"
u004413,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004417,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004421,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004422,"i000342,i000661,i000521,i001952,i000248,i000481,i001445,i002146,i001046,i000909"
u004438,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004439,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004444,"i000909,i000342,i000521,i000661,i001038,i000481,i000248,i000110,i001952,i000555"
u004451,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004452,"i001952,i001455,i001710,i001673,i001445,i001949,i000554,i001143,i000931,i001314"
u004456,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004459,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004466,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004467,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004473,"i001455,i001949,i001710,i001445,i000931,i001069,i001673,i000554,i001914,i001143"
u004474,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004477,"i001445,i001455,i001673,i001949,i000554,i001710,i000805,i000931,i001191,i001143"
u004483,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004484,"i000481,i001038,i001663,i000207,i000909,i000554,i001478,i001952,i000158,i001046"
u004487,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004494,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004496,"i001455,i001673,i001710,i001445,i001949,i001314,i000805,i000968,i000220,i000554"
u004511,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004513,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004515,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004519,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004522,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004531,"i001445,i001914,i001455,i001949,i001673,i001710,i000554,i000931,i001143,i000481"
u004540,"i000324,i000555,i000898,i000110,i000327,i001134,i000877,i000720,i001516,i001906"
u004541,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004545,"i000481,i001069,i001952,i001267,i000207,i001663,i001038,i000909,i000947,i000158"
u004546,"i001663,i000521,i000481,i000342,i000248,i000207,i000909,i000661,i000646,i001069"
u004547,"i000324,i001143,i000555,i000898,i000342,i000110,i000327,i000909,i000554,i000977"
u004553,"i001069,i000909,i001713,i000947,i001267,i000481,i000570,i000521,i000931,i001002"
u004558,"i001952,i000481,i000661,i001046,i001455,i001478,i001673,i002146,i001038,i001445"
u004565,"i000909,i000481,i001922,i001069,i001952,i001753,i000661,i001673,i001445,i001455"
u004567,"i000909,i000661,i001952,i000342,i000248,i000481,i000521,i001069,i001002,i000570"
u004569,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004570,"i001240,i001682,i001922,i002009,i002056,i001151,i001584,i001335,i000401,i001688"
u004571,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004581,"i000521,i000342,i000481,i001069,i000661,i000909,i001952,i000554,i001663,i000167"
u004582,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004585,"i001455,i001673,i001710,i001445,i001949,i000554,i000805,i001314,i000931,i000968"
u004593,"i001069,i001267,i000947,i001713,i000570,i000481,i000619,i001002,i000563,i001189"
u004594,"i001069,i000931,i001952,i001267,i000947,i001710,i000652,i001713,i001663,i001189"
u004598,"i001038,i000248,i000342,i000909,i000521,i000207,i000661,i000253,i000481,i000158"
u004599,"i001875,i001914,i001508,i000947,i000325,i000931,i001753,i001069,i001649,i000618"
u004605,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004608,"i001069,i000947,i001267,i001713,i000481,i000931,i000909,i000570,i000521,i001663"
u004616,"i001786,i001151,i002056,i001240,i001682,i001191,i002009,i000754,i001515,i000200"
u004621,"i000324,i000555,i000110,i000898,i000327,i000720,i001688,i001922,i001134,i000877"
u004623,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004625,"i001069,i000481,i001267,i000947,i000931,i001952,i001713,i001663,i000909,i000652"
u004627,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004629,"i001952,i000481,i000661,i001673,i000248,i001069,i001455,i001038,i001663,i001445"
u004649,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004657,"i001069,i001713,i001267,i000947,i000931,i000563,i000570,i000619,i000909,i000028"
u004660,"i001710,i001949,i001455,i001673,i001445,i000554,i001952,i000931,i001069,i000661"
u004673,"i001069,i001952,i000947,i001267,i000481,i000931,i001713,i000521,i000570,i000342"
u004677,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004680,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004681,"i001478,i001445,i001663,i000481,i000909,i001046,i001455,i000619,i001710,i000521"
u004684,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004685,"i001952,i000248,i000342,i001069,i000661,i001753,i001663,i000481,i000521,i000646"
u004687,"i001445,i001753,i001508,i000518,i002132,i000661,i001046,i001191,i001515,i001673"
u004696,"i001922,i001240,i001682,i001049,i001335,i000058,i001688,i001584,i000695,i001151"
u004698,"i000481,i000207,i001038,i001663,i000909,i001952,i001069,i000521,i000661,i000158"
u004708,"i000481,i001038,i001445,i001069,i001143,i000554,i001151,i001663,i000521,i001478"
u004711,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004713,"i001922,i001753,i000555,i001508,i000324,i001682,i000898,i001151,i000521,i000360"
u004716,"i001445,i001914,i001649,i001753,i000555,i001143,i000720,i001087,i001508,i001191"
u004717,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004725,"i000342,i000521,i000481,i000909,i000248,i000661,i000207,i001952,i001038,i001663"
u004727,"i001069,i000947,i001267,i000931,i001713,i000481,i000652,i000570,i001663,i001002"
u004730,"i000481,i001046,i001663,i001952,i001445,i001478,i001038,i000207,i000909,i001069"
u004736,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004740,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004742,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004745,"i001069,i000481,i000947,i001267,i000521,i001713,i000909,i000207,i001663,i000570"
u004750,"i001952,i000481,i001038,i000207,i000248,i000661,i000158,i002146,i001109,i001046"
u004752,"i000695,i001584,i001049,i000058,i001688,i001462,i001240,i000401,i001922,i002009"
u004754,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004759,"i001445,i001478,i000481,i001046,i001663,i000646,i000619,i000661,i002132,i000909"
u004765,"i001922,i001515,i002056,i001445,i001786,i002009,i000554,i001682,i001151,i001191"
u004767,"i001240,i001682,i002056,i002009,i001151,i001584,i000401,i000058,i000754,i001688"
u004770,"i001069,i000947,i001267,i000481,i001952,i001713,i000931,i001002,i001189,i000521"
u004787,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004789,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004796,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004799,"i000661,i000342,i001952,i000521,i000481,i000248,i001038,i000253,i002132,i000207"
u004800,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004801,"i001922,i001069,i001914,i001240,i001151,i001875,i001663,i001753,i000282,i001649"
u004803,"i000481,i001038,i000909,i001663,i001478,i000158,i001069,i001952,i000207,i000521"
u004805,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004812,"i000909,i000481,i001038,i000342,i000521,i000661,i001952,i000207,i000248,i000158"
u004819,"i001455,i001673,i001445,i001949,i001191,i001710,i001922,i001801,i000554,i001717"
u004829,"i001069,i000947,i001713,i001267,i000570,i000909,i000619,i001952,i001002,i000563"
u004832,"i000646,i001663,i001069,i000521,i000481,i000947,i000248,i000661,i001038,i001952"
u004839,"i000521,i000342,i000661,i000248,i000481,i001952,i000909,i000619,i001046,i000207"
u004845,"i000481,i001952,i001038,i000207,i001663,i000158,i000661,i001069,i001478,i000248"
u004846,"i000481,i001952,i001038,i000661,i000207,i000909,i000521,i001046,i000158,i001478"
u004850,"i000481,i001952,i001663,i000646,i001038,i001069,i000158,i000207,i001046,i002132"
u004853,"i001952,i001673,i001455,i001445,i000481,i000661,i001710,i001046,i001663,i001038"
u004854,"i000521,i000342,i001069,i000661,i000248,i000481,i000619,i000947,i001663,i001952"
u004857,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004858,"i000661,i001952,i001753,i000342,i000248,i000270,i000521,i001508,i001046,i001296"
u004860,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004864,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004865,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004871,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004883,"i000909,i001952,i000481,i000661,i001069,i000342,i000521,i001713,i000248,i001109"
u004891,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004895,"i000554,i001445,i001949,i001143,i001663,i000931,i001710,i000167,i001455,i000342"
u004899,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004902,"i001069,i000481,i001267,i000947,i000931,i001952,i001713,i001663,i000909,i000652"
u004903,"i000342,i000521,i000661,i001445,i000554,i001143,i001949,i000167,i000248,i001952"
u004923,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004926,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004927,"i000909,i000481,i001069,i000342,i001663,i000521,i001038,i000646,i001949,i000661"
u004939,"i000481,i001069,i000521,i001663,i000207,i001952,i001267,i001038,i000947,i000909"
u004940,"i000909,i000481,i000342,i000521,i001038,i001663,i001478,i000661,i000646,i000158"
u004949,"i000909,i000342,i000521,i001914,i000481,i000646,i001753,i000661,i000947,i001296"
u004958,"i001069,i001267,i000947,i001713,i000481,i000931,i000570,i001002,i001189,i001952"
u004962,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004963,"i001922,i002056,i002009,i001682,i001151,i001335,i001240,i001753,i000282,i001508"
u004968,"i000521,i000342,i000661,i000248,i000481,i000947,i000619,i001952,i000909,i000207"
u004971,"i000481,i001663,i001038,i000207,i001478,i001069,i000909,i001952,i000158,i001046"
u004976,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004979,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004982,"i001663,i000481,i000646,i000207,i001038,i001069,i001478,i001952,i000158,i002132"
u004983,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004985,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004988,"i000481,i000909,i000342,i000521,i001069,i000661,i001952,i001663,i000207,i000554"
u004989,"i000909,i000342,i001663,i001713,i000481,i000207,i000521,i001478,i000158,i000563"
u004991,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u004999,"i000909,i000481,i001069,i000521,i000207,i001952,i000342,i001713,i000619,i000947"
u005002,"i000521,i000342,i000661,i000248,i000619,i000481,i000167,i001508,i000563,i000947"
u005018,"i000909,i001038,i000342,i000521,i000110,i000248,i000661,i000619,i000481,i000158"
u005021,"i000909,i000324,i000481,i001952,i000661,i000342,i001455,i001673,i000110,i000521"
u005028,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005029,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005038,"i000481,i001038,i000207,i001952,i001663,i000909,i001478,i000661,i000158,i000521"
u005039,"i001455,i001673,i001445,i001710,i000554,i001949,i001314,i000805,i001143,i000931"
u005041,"i000554,i001143,i001445,i001949,i001191,i000956,i001914,i001922,i001786,i001673"
u005052,"i001069,i000931,i001445,i001949,i000554,i001046,i000947,i001875,i001710,i000909"
u005059,"i001914,i001949,i001445,i000554,i001649,i000931,i001143,i001455,i001087,i000652"
u005063,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005065,"i000481,i001478,i001663,i001038,i000909,i000207,i001952,i001046,i001069,i000158"
u005067,"i000481,i000909,i001952,i001069,i000207,i001038,i001663,i001478,i000158,i000661"
u005072,"i001151,i001682,i000282,i001240,i001753,i002056,i001515,i001508,i000360,i002009"
u005079,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005082,"i000909,i000521,i000342,i000661,i000481,i000248,i000207,i000619,i000947,i001069"
u005084,"i000324,i000555,i000110,i000898,i000909,i000327,i001952,i001143,i000720,i000342"
u005091,"i001069,i000931,i000947,i000652,i001267,i001713,i000282,i001710,i001906,i001189"
u005093,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005122,"i000909,i000110,i000342,i000555,i000324,i001038,i000481,i000521,i000661,i001713"
u005128,"i000661,i000521,i000248,i001952,i000342,i000270,i001046,i001753,i001508,i001875"
u005129,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005132,"i000481,i000661,i000909,i000521,i000207,i001038,i001952,i000342,i001046,i001069"
u005135,"i000481,i000909,i000554,i001445,i001922,i001663,i001478,i000342,i001069,i000521"
u005149,"i001069,i000481,i001267,i000947,i000931,i001952,i001713,i001663,i000909,i000652"
u005150,"i000909,i000481,i001069,i000342,i001663,i000521,i001038,i000646,i001949,i000661"
u005157,"i000521,i000342,i000481,i000248,i000661,i000909,i000207,i001952,i001663,i000619"
u005160,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005161,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005162,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005169,"i000481,i001038,i001663,i001445,i001952,i001478,i000646,i001069,i001046,i000158"
u005175,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005180,"i000909,i000521,i000342,i001713,i001069,i000570,i000947,i000661,i000481,i000563"
u005185,"i000661,i000521,i000342,i000481,i001952,i000248,i000947,i000207,i001663,i001046"
u005186,"i001753,i001508,i000325,i001906,i001922,i000661,i001914,i001952,i001191,i001682"
u005191,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005196,"i000554,i001445,i001922,i001949,i001191,i001143,i000481,i000956,i000909,i001663"
u005202,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005204,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005210,"i001914,i001240,i001649,i002056,i001455,i000251,i001335,i001949,i001682,i000931"
u005211,"i001455,i001445,i001673,i001949,i001914,i001710,i000931,i001314,i000554,i001046"
u005215,"i001069,i000947,i001267,i001713,i000931,i000481,i000909,i000570,i001189,i001002"
u005236,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005237,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005241,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005245,"i001922,i001663,i000977,i001049,i000555,i001753,i000342,i000058,i000898,i000646"
u005254,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005255,"i001478,i000481,i001038,i001663,i000646,i000661,i000619,i000158,i002132,i001046"
u005257,"i000554,i001922,i001949,i001445,i001663,i001143,i001191,i001455,i001350,i001049"
u005265,"i000481,i001663,i001069,i001952,i000521,i000909,i001445,i001508,i001949,i000661"
u005269,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005278,"i000555,i000324,i001952,i000720,i001445,i001673,i000110,i001143,i001949,i000327"
u005284,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005286,"i001949,i000554,i001455,i001914,i001445,i001710,i001191,i001143,i001649,i000931"
u005288,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005289,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005299,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005305,"i001663,i000481,i000646,i001069,i001038,i001478,i001952,i002132,i000207,i000342"
u005310,"i001069,i000947,i001267,i001713,i001189,i000315,i000931,i000570,i001002,i000028"
u005314,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005318,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005351,"i000555,i000324,i000909,i000342,i000481,i000521,i000898,i000110,i001914,i001069"
u005358,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005360,"i001914,i001649,i001949,i001445,i001455,i001087,i000652,i001143,i000931,i000909"
u005361,"i000481,i001038,i000207,i001663,i001478,i000909,i001069,i000521,i000158,i000619"
u005374,"i001922,i002009,i001049,i001682,i001240,i000977,i001801,i001584,i001462,i000058"
u005389,"i001069,i000947,i000481,i001952,i001663,i001914,i000909,i001649,i000342,i000521"
u005391,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005402,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005403,"i000555,i000324,i000110,i000898,i000909,i000327,i000877,i000720,i000342,i001151"
u005404,"i000521,i000342,i000248,i000661,i000619,i000563,i000253,i001296,i001131,i002063"
u005414,"i001914,i001143,i001445,i001649,i000720,i001087,i000931,i000555,i001949,i000554"
u005428,"i000909,i000324,i000555,i000110,i000342,i000898,i001713,i000521,i000720,i000327"
u005437,"i000909,i000481,i000521,i001069,i000342,i001713,i000207,i001038,i000570,i000661"
u005438,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005441,"i001922,i000481,i001445,i001952,i000661,i001663,i000521,i000909,i000324,i000342"
u005446,"i001922,i001515,i001151,i001663,i001240,i002056,i001445,i000554,i000282,i001335"
u005448,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005449,"i000481,i000207,i000342,i000521,i000909,i001046,i001478,i000661,i000158,i001038"
u005454,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005457,"i000909,i000324,i000481,i000555,i000342,i001663,i000521,i001069,i001952,i000110"
u005458,"i001478,i001663,i000481,i000909,i000646,i000521,i000342,i001038,i000207,i000619"
u005461,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005462,"i001914,i001649,i001087,i001753,i001151,i001445,i001906,i001786,i000282,i001508"
u005465,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005467,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005475,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005491,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005492,"i000481,i000909,i000342,i000521,i001069,i000661,i001952,i001663,i000207,i000554"
u005497,"i001682,i001151,i001753,i000282,i001906,i001914,i000360,i001240,i001649,i001508"
u005501,"i000481,i000342,i000521,i000909,i000661,i001069,i000207,i000248,i001952,i000947"
u005506,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005507,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005523,"i000481,i001038,i001952,i000207,i000158,i000661,i001663,i001478,i000909,i000248"
u005530,"i001508,i001753,i000661,i001875,i001952,i001296,i000518,i001046,i000325,i000270"
u005536,"i001069,i000481,i001267,i000947,i000931,i001952,i001713,i001663,i000909,i000652"
u005537,"i001143,i000554,i001445,i001949,i000324,i001914,i000555,i000909,i000342,i000720"
u005541,"i001069,i000481,i001267,i000947,i001713,i001952,i001663,i000570,i000909,i001002"
u005549,"i000909,i000481,i001038,i000207,i000342,i000521,i001952,i001069,i001478,i000661"
u005575,"i001663,i001922,i000646,i000251,i001815,i002132,i000554,i001720,i001865,i001240"
u005577,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005580,"i001445,i001046,i000661,i001875,i001296,i000028,i000563,i000619,i001189,i001109"
u005585,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005587,"i000909,i000342,i000521,i001713,i000481,i001069,i000661,i000570,i000563,i000110"
u005592,"i000555,i000324,i000110,i000898,i000327,i000877,i001134,i002149,i000171,i000343"
u005614,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005621,"i000481,i001038,i001952,i000207,i000909,i001069,i001663,i001478,i000158,i000661"
u005626,"i001455,i001673,i001710,i001445,i001949,i001314,i000805,i000554,i000968,i000931"
u005627,"i001069,i000947,i000570,i001914,i001296,i001002,i001875,i000652,i000481,i001952"
u005628,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005642,"i001914,i000909,i001445,i001649,i001069,i001753,i001087,i001151,i001906,i001673"
u005648,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005655,"i001240,i001682,i001922,i001786,i001753,i002009,i001151,i001335,i000555,i001515"
u005661,"i001914,i001649,i001445,i001753,i001949,i000555,i001069,i001508,i000521,i000909"
u005673,"i001455,i001673,i001952,i001710,i001445,i001949,i000805,i000554,i001314,i001046"
u005679,"i000481,i001949,i000909,i000207,i001445,i001952,i000554,i001038,i001455,i000661"
u005681,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005683,"i001069,i000481,i001267,i000947,i000931,i001952,i001713,i001663,i000909,i000652"
u005684,"i000661,i000248,i001952,i001046,i000342,i001296,i000521,i000270,i000563,i001109"
u005687,"i000521,i001069,i000342,i000947,i000661,i000481,i000248,i000619,i000167,i000570"
u005689,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u005690,"i000481,i000207,i001038,i000909,i001663,i001478,i001952,i001046,i000158,i001069"
