uid,prediction
u007508,"i000481,i000695,i000909,i001922,i001240,i001069,i000521,i001952,i001663,i001914"
u007517,"i001688,i000695,i001049,i001584,i000058,i001922,i001240,i001462,i000401,i000754"
u007518,"i001922,i002009,i000695,i001240,i001049,i001682,i001335,i001801,i001688,i000555"
u007520,"i000695,i001922,i001240,i000481,i001584,i001949,i001688,i000909,i000554,i000342"
u007521,"i001922,i001786,i001240,i000754,i000695,i001688,i001049,i001350,i002009,i000200"
u007523,"i000481,i000909,i000521,i000342,i001952,i000695,i000324,i001663,i001922,i001949"
u007529,"i000695,i000481,i000909,i001922,i001240,i000342,i000554,i001952,i001584,i000521"
u007532,"i000695,i001922,i000909,i000481,i001240,i001049,i000324,i001952,i001688,i001584"
u007540,"i000481,i000909,i000521,i000695,i001922,i001240,i000324,i001952,i001688,i001949"
u007543,"i000481,i001069,i000909,i001952,i001663,i000555,i000661,i001922,i001455,i000324"
u007544,"i000481,i001952,i001663,i000909,i000521,i000661,i000342,i001069,i001038,i000554"
u007548,"i000481,i000909,i000521,i000342,i000324,i001922,i001663,i000554,i001952,i001240"
u007558,"i000481,i000909,i000521,i001069,i001663,i001952,i000661,i000695,i001922,i001038"
u007569,"i000909,i000481,i001663,i000521,i000342,i000207,i001922,i001952,i001069,i000554"
u007570,"i000695,i001584,i001688,i000058,i001049,i001462,i001240,i001922,i000401,i000754"
u007577,"i000481,i001922,i000909,i001952,i001069,i001663,i000661,i000521,i001949,i000324"
u007583,"i000909,i000481,i001069,i000521,i001952,i001663,i001478,i000207,i000342,i000661"
u007598,"i000521,i000481,i000909,i000342,i000661,i001952,i000554,i001069,i001663,i000555"
u007607,"i001753,i001069,i000481,i000909,i001508,i001663,i001906,i000521,i001952,i000555"
u007610,"i000909,i000481,i001069,i000521,i000342,i001952,i001663,i000324,i000554,i000661"
u007621,"i001240,i000754,i000695,i001922,i001049,i001688,i000554,i001786,i000058,i001584"
u007624,"i000481,i000909,i001952,i000521,i001663,i000661,i001069,i000695,i000342,i000324"
u007632,"i001240,i000695,i001049,i001922,i000754,i001688,i000058,i000554,i001584,i001462"
u007634,"i001922,i000695,i000481,i000909,i001688,i001049,i001663,i001240,i001584,i001069"
u007637,"i001875,i000618,i000481,i001952,i001069,i000554,i001949,i001455,i001663,i001753"
u007640,"i000909,i000481,i000324,i001069,i000521,i000342,i000555,i001952,i000695,i001663"
u007642,"i000909,i000481,i000324,i000521,i001922,i000342,i000555,i001952,i000695,i000661"
u007643,"i001922,i000695,i001240,i001682,i002009,i001688,i000324,i000555,i001049,i000200"
u007645,"i000695,i001922,i000481,i001688,i001240,i000909,i001584,i000554,i001049,i000058"
u007648,"i000481,i001922,i001069,i001663,i001952,i000661,i000521,i000554,i001445,i000342"
u007651,"i001049,i000695,i001688,i001584,i000058,i001240,i001922,i001462,i001151,i001949"
u007653,"i000695,i001922,i000481,i001240,i000554,i000909,i001584,i001949,i001688,i000342"
u007656,"i000695,i001584,i001688,i001049,i001240,i000058,i001922,i001462,i000324,i001682"
u007661,"i000481,i000342,i000521,i000695,i000909,i001922,i001240,i000554,i001663,i000324"
u007673,"i000909,i000481,i000695,i001922,i000342,i001240,i000521,i001949,i000324,i001663"
u007677,"i001240,i000695,i001049,i000754,i001922,i001688,i001584,i000554,i000058,i001191"
u007679,"i001151,i000282,i001515,i000360,i000481,i000909,i000555,i000317,i000342,i001922"
u007680,"i001922,i000977,i000481,i000956,i000342,i000909,i001663,i001151,i001949,i001688"
u007683,"i000481,i000909,i000521,i000342,i001922,i000324,i001952,i000695,i001663,i000555"
u007684,"i001682,i001922,i001335,i001801,i002009,i001240,i000200,i001151,i002056,i001952"
u007687,"i000695,i000481,i001240,i001922,i001688,i000521,i000909,i001049,i001584,i001949"
u007695,"i000481,i000521,i000342,i001663,i001069,i000909,i001952,i000661,i001922,i000947"
u007700,"i000481,i000909,i000521,i001922,i000695,i001952,i000324,i000342,i001240,i001151"
u007707,"i000481,i000521,i000342,i000909,i001663,i001069,i001922,i000695,i001952,i000661"
u007708,"i001949,i001191,i000554,i001240,i000481,i001717,i000956,i001069,i001445,i000909"
u007713,"i001049,i000695,i001688,i000058,i001240,i001949,i001584,i001922,i000342,i001462"
u007714,"i000481,i000695,i000521,i000909,i001922,i001240,i000342,i000058,i001663,i001688"
u007719,"i001922,i000977,i000324,i000342,i000898,i000555,i000200,i000521,i000110,i002038"
u007721,"i001786,i000754,i001350,i000554,i001240,i000481,i001922,i001914,i000695,i001949"
u007727,"i000695,i001584,i001688,i001049,i001240,i000058,i001922,i001462,i000324,i001682"
u007730,"i000909,i000695,i000481,i001922,i000324,i000521,i001584,i001952,i001949,i001240"
u007733,"i000481,i001069,i000521,i001663,i000909,i001952,i001922,i000661,i000342,i000253"
u007734,"i000695,i000481,i001922,i001240,i001688,i001584,i000909,i001952,i001049,i000554"
u007738,"i001069,i000481,i000909,i001952,i000521,i001663,i001922,i000324,i000947,i000898"
u007744,"i001914,i001649,i001087,i000481,i001673,i000909,i001710,i001455,i001069,i000661"
u007745,"i000695,i001584,i001688,i001049,i001240,i000058,i001922,i001462,i000324,i000401"
u007747,"i000481,i000909,i001663,i001952,i001069,i000521,i000207,i001478,i001038,i001922"
u007758,"i000481,i000909,i000695,i000521,i001922,i001663,i001688,i000554,i000555,i001240"
u007765,"i000481,i000909,i000521,i001952,i000695,i000324,i000342,i001922,i001069,i000661"
u007778,"i001801,i001240,i001922,i000695,i001191,i001786,i000754,i001049,i001682,i001688"
u007785,"i000481,i001952,i000909,i001663,i001069,i000207,i000661,i000521,i000342,i001478"
u007806,"i000661,i000481,i001952,i000521,i000909,i001069,i000342,i001663,i001038,i000646"
u007807,"i001240,i001922,i000754,i001786,i000695,i001049,i001688,i000554,i000324,i001801"
u007808,"i000695,i001922,i000481,i000909,i001688,i001240,i001584,i001049,i000058,i001952"
u007810,"i001049,i000695,i001688,i001584,i001240,i000058,i001922,i001462,i001151,i001949"
u007814,"i000481,i000521,i000909,i000342,i000661,i001952,i000619,i001663,i001069,i000207"
u007819,"i000695,i000909,i001922,i000481,i001240,i000554,i001949,i001663,i001584,i000342"
u007820,"i000909,i000481,i001922,i000695,i001663,i000521,i001688,i000342,i000661,i001952"
u007821,"i000481,i001663,i000646,i001952,i001038,i001069,i001478,i000909,i000207,i000521"
u007829,"i000695,i001584,i001688,i001049,i001240,i000058,i001922,i001462,i000324,i000401"
u007835,"i000481,i000521,i001663,i000909,i000342,i000554,i001069,i001952,i001038,i001949"
u007842,"i001069,i000481,i001663,i000909,i000947,i001713,i001952,i000521,i000661,i001150"
u007854,"i001240,i001922,i000695,i001049,i001914,i001688,i002009,i001584,i001462,i001649"
u007855,"i000695,i001688,i001922,i001240,i001049,i001584,i000058,i000481,i000554,i001914"
u007858,"i001922,i000695,i000481,i000909,i001584,i001240,i000554,i001688,i000342,i001949"
u007860,"i001688,i000695,i001049,i001922,i001584,i000058,i001240,i001462,i000754,i001949"
u007879,"i001069,i000481,i000909,i001952,i000521,i001663,i000661,i000342,i001038,i000947"
u007883,"i001753,i000481,i000909,i001069,i001922,i001952,i000521,i001663,i000342,i000661"
u007887,"i000481,i000909,i000695,i001922,i001240,i000521,i000324,i001952,i000342,i001663"
u007890,"i000909,i000481,i000521,i001922,i000342,i000695,i000324,i001952,i000555,i000661"
u007892,"i000695,i000481,i000909,i001922,i001240,i001688,i001952,i001049,i000324,i001584"
u007893,"i001952,i000282,i001515,i000661,i000481,i001445,i001673,i001922,i002063,i001710"
u007894,"i000481,i001952,i001663,i001922,i000661,i000695,i000909,i000521,i000554,i001069"
u007897,"i000481,i000909,i001069,i001922,i001663,i000695,i001952,i000661,i001688,i000521"
u007900,"i001949,i001786,i001240,i000554,i000481,i001922,i001191,i000754,i000909,i001350"
u007903,"i001682,i001922,i001335,i001240,i002009,i000200,i000695,i000481,i000909,i001151"
u007907,"i000898,i001516,i000324,i000327,i000555,i000909,i000360,i001688,i001922,i000481"
u007908,"i000481,i000909,i000521,i000342,i000695,i001663,i001922,i001069,i001952,i001949"
u007919,"i001445,i001952,i000661,i001069,i000481,i000695,i001455,i000909,i001710,i002146"
u007923,"i000481,i000342,i000521,i000909,i001663,i001069,i001952,i000661,i001922,i000554"
u007925,"i001922,i001335,i002009,i001682,i000200,i001240,i001786,i000342,i000324,i001151"
u007928,"i000481,i000909,i000324,i000555,i000898,i000521,i000342,i001663,i000110,i000327"
u007931,"i001455,i001673,i001710,i001952,i001445,i000481,i001069,i000554,i000661,i000909"
u007937,"i000481,i001069,i000554,i001663,i000521,i001952,i001949,i000661,i001922,i001240"
u007942,"i000754,i001786,i000481,i001240,i001350,i000554,i000342,i000695,i001688,i001922"
u007947,"i000481,i000909,i001952,i000207,i001069,i001663,i000521,i000661,i001038,i000342"
u007952,"i000282,i001515,i001151,i000360,i000555,i000324,i000481,i000521,i000909,i001922"
u007960,"i001049,i000695,i001688,i001584,i000058,i001240,i001462,i001922,i001151,i001445"
u007962,"i000909,i000481,i001922,i000521,i001663,i000324,i000695,i000342,i000661,i001952"
u007966,"i000481,i000521,i000342,i001922,i000909,i000695,i000324,i000554,i001952,i001663"
u007967,"i000695,i000481,i001922,i001240,i001688,i001049,i000521,i000909,i001663,i000554"
u007970,"i001069,i000481,i001663,i001952,i000909,i000661,i001922,i000947,i000521,i000720"
u007989,"i000909,i000481,i000521,i000342,i001069,i001952,i001663,i000207,i000695,i001478"
u007996,"i000481,i000909,i000521,i000342,i001663,i001069,i001952,i000207,i001922,i001478"
u007997,"i000909,i000481,i000521,i001952,i000207,i001069,i000342,i001663,i000661,i001038"
u008008,"i001240,i001049,i000695,i001688,i001922,i000058,i001584,i000754,i001462,i000554"
u008009,"i000555,i000481,i000324,i000909,i000521,i001952,i000110,i000327,i000898,i000342"
u008011,"i001952,i000481,i001663,i001069,i000661,i000909,i001478,i000521,i000646,i001038"
u008024,"i000324,i000481,i000909,i000521,i001663,i000695,i000555,i000110,i001952,i001069"
u008025,"i000324,i000909,i000555,i000521,i000481,i000342,i000110,i000327,i001922,i000554"
u008031,"i000342,i000521,i000481,i000563,i000909,i000661,i001663,i000619,i000646,i001069"
u008033,"i001949,i001663,i000481,i000521,i000554,i000342,i000956,i000909,i001952,i001717"
u008038,"i000909,i000481,i000521,i000342,i000324,i001952,i001922,i001663,i000554,i000555"
u008055,"i000481,i000695,i001663,i000909,i001922,i000521,i001240,i001688,i000342,i000058"
u008060,"i000695,i000481,i001922,i001240,i001584,i000909,i001949,i000554,i001688,i000342"
u008067,"i000695,i001584,i001688,i001049,i001240,i000058,i001922,i001462,i000324,i000401"
u008068,"i000324,i000110,i000555,i000909,i000877,i000481,i000521,i000327,i000898,i001952"
u008074,"i000909,i000481,i001952,i001663,i000661,i000521,i001069,i000342,i000695,i000324"
u008099,"i000481,i000909,i000521,i000342,i001952,i000695,i000324,i001922,i001240,i000754"
u008104,"i001069,i000947,i000481,i001663,i001952,i001267,i000521,i000909,i000661,i000570"
u008106,"i000481,i000521,i001038,i001952,i000909,i000342,i000661,i001069,i001663,i000207"
u008117,"i000481,i000909,i000695,i001922,i001663,i000521,i000554,i000058,i000342,i001688"
u008122,"i000909,i000481,i001069,i000521,i001663,i001478,i001949,i000695,i001952,i000342"
u008124,"i001069,i000481,i000909,i000947,i001952,i001663,i001713,i000521,i000661,i000342"
u008127,"i001069,i000481,i000909,i001952,i001663,i000947,i000207,i000521,i001713,i001267"
u008129,"i000481,i000909,i000521,i001663,i000342,i000695,i000661,i001952,i000324,i001069"
u008143,"i001922,i002009,i000695,i000481,i001682,i001335,i001688,i002056,i001717,i000200"
u008155,"i001069,i000481,i000947,i000909,i001663,i001713,i000521,i001952,i001267,i000342"
u008159,"i000695,i001584,i001240,i001688,i000058,i001049,i001922,i001462,i000554,i000401"
u008164,"i000481,i000521,i001069,i001663,i000342,i000909,i001952,i000661,i000947,i001922"
u008167,"i000481,i000909,i001952,i000207,i001663,i001069,i000521,i000661,i001038,i000342"
u008168,"i000481,i000695,i000909,i001069,i001922,i001663,i001688,i001952,i001240,i000661"
u008170,"i001069,i000481,i001952,i000909,i001922,i001455,i000661,i001663,i001673,i000324"
u008176,"i000695,i001584,i001688,i001049,i001240,i000058,i001922,i001462,i000324,i000909"
u008188,"i000481,i000909,i000521,i001952,i000342,i001663,i001069,i000661,i000695,i000324"
u008190,"i000521,i000481,i000342,i000661,i000909,i001952,i001069,i001663,i000554,i000619"
u008191,"i001240,i000554,i001922,i000754,i001191,i000956,i000695,i000058,i001949,i001688"
u008193,"i000324,i000481,i000909,i000521,i000555,i000110,i000342,i001952,i001663,i001069"
u008201,"i001038,i000481,i001952,i000909,i001069,i000521,i000207,i001478,i000661,i000342"
u008203,"i001455,i001673,i001710,i001952,i000481,i001445,i000554,i000661,i001949,i000805"
u008204,"i000481,i001069,i001952,i001663,i000661,i001922,i000909,i000521,i000342,i000947"
u008234,"i000909,i000481,i001952,i000661,i001069,i000521,i000956,i000342,i001922,i001478"
u008237,"i000481,i001922,i000695,i001069,i001952,i000661,i001445,i001663,i001455,i000909"
u008239,"i000481,i000909,i001952,i001069,i001663,i000661,i000521,i001922,i000695,i000342"
u008240,"i000695,i001584,i000058,i001688,i001049,i001240,i000401,i001922,i001462,i000481"
u008248,"i001922,i001049,i000695,i001688,i001462,i000058,i001113,i002009,i001069,i001682"
u008255,"i000931,i000554,i001069,i000909,i000481,i000652,i000842,i001952,i001455,i001949"
u008256,"i000481,i000909,i000521,i001952,i001922,i000342,i001069,i001663,i000695,i000661"
u008257,"i000481,i000909,i001952,i000521,i001663,i001069,i000695,i001922,i000661,i000342"
u008262,"i000481,i000521,i001922,i000342,i000695,i000909,i000977,i000324,i000661,i001952"
u008272,"i001922,i002009,i000977,i000481,i000695,i001688,i000342,i000253,i001455,i001682"
u008276,"i000481,i001952,i001478,i000661,i000909,i001663,i001069,i001038,i000646,i000207"
u008284,"i000481,i001952,i000521,i000909,i001663,i001922,i001069,i000661,i000342,i001151"
u008286,"i001922,i000695,i001069,i001335,i002009,i001240,i000555,i001688,i001682,i001049"
u008287,"i001069,i000481,i000909,i001952,i001922,i000521,i001663,i000342,i000661,i000947"
u008288,"i000481,i001069,i000909,i000947,i000661,i001952,i001663,i000521,i000695,i001455"
u008293,"i000481,i001069,i001952,i000661,i001922,i001663,i000521,i000909,i000342,i000324"
u008296,"i000324,i000909,i000110,i000481,i001069,i000555,i001952,i000521,i000661,i000327"
u008298,"i000481,i001069,i001952,i000909,i000661,i001663,i001455,i000947,i000521,i001914"
u008301,"i001069,i001952,i000481,i000947,i000999,i000909,i001455,i001663,i000661,i000931"
u008308,"i000481,i001663,i000909,i001069,i000695,i000521,i001952,i000342,i000554,i000661"
u008309,"i000481,i001952,i001069,i000661,i000521,i000342,i000909,i000947,i001663,i000207"
u008312,"i000947,i001069,i001952,i000521,i000481,i000342,i000661,i001663,i001267,i000570"
u008323,"i000481,i001069,i001952,i000909,i001922,i000661,i000695,i000521,i001455,i001663"
u008324,"i000481,i000909,i000695,i001069,i001663,i000661,i001952,i001455,i000521,i001922"
u008335,"i000481,i001663,i001069,i000661,i000909,i001952,i000695,i001455,i001445,i000521"
u008337,"i000481,i001069,i001952,i000661,i001663,i000909,i001922,i001445,i000695,i001949"
u008343,"i000481,i000909,i001663,i001069,i000695,i001952,i000521,i001914,i000661,i000554"
u008344,"i000481,i001069,i001952,i001663,i000695,i001922,i001949,i000661,i000909,i001445"
u008349,"i001069,i000481,i001663,i000909,i000947,i001952,i000342,i000521,i000661,i000207"
u008350,"i000481,i000521,i001952,i000909,i001922,i000661,i001069,i001663,i000342,i000695"
u008360,"i000481,i001663,i000646,i001952,i001038,i001069,i001478,i000207,i000909,i000521"
u008362,"i000324,i001753,i000555,i000909,i000481,i001069,i000521,i000110,i001952,i000898"
u008365,"i000481,i001069,i001952,i001663,i000661,i000909,i000695,i001922,i001445,i001914"
u008367,"i000481,i000909,i001069,i001663,i000661,i001952,i000695,i000947,i001049,i000521"
u008368,"i001069,i001508,i001753,i000481,i001906,i000909,i001663,i000661,i000947,i000521"
u008374,"i000481,i000909,i001952,i001069,i001663,i000661,i000521,i001922,i000207,i001038"
u008375,"i001069,i000481,i001952,i001663,i000661,i000909,i000521,i000342,i000947,i001922"
u008376,"i001069,i000481,i000909,i001663,i001952,i000342,i000661,i000947,i000521,i001949"
u008377,"i000481,i001069,i001952,i001663,i000661,i001922,i000909,i000695,i000521,i001914"
u008379,"i001914,i001649,i001087,i000909,i001710,i001069,i000481,i001455,i001673,i001952"
u008381,"i000481,i001952,i001069,i000661,i000909,i001663,i001922,i001753,i000521,i001508"
u008385,"i000481,i001069,i001952,i000909,i001663,i000207,i000947,i000661,i000521,i001455"
u008399,"i000720,i001455,i001069,i000481,i001952,i000909,i000999,i001922,i000947,i001663"
u008404,"i001069,i000481,i001952,i001663,i000909,i000661,i000695,i001949,i001922,i000947"
u008407,"i000481,i001069,i000909,i001952,i000342,i000521,i001663,i000661,i001922,i000947"
u008410,"i000661,i001069,i001952,i000481,i001710,i001455,i001462,i000754,i001673,i001914"
u008411,"i001069,i001663,i000481,i001952,i001240,i001877,i000554,i000931,i001649,i000909"
u008416,"i001069,i000909,i000481,i000947,i001713,i001952,i000521,i001663,i000342,i001478"
u008418,"i001673,i001455,i001069,i001952,i000661,i000481,i001710,i000909,i000554,i001445"
u008431,"i000481,i001069,i000661,i001952,i000695,i001663,i000947,i000909,i000521,i001922"
u008443,"i001952,i000481,i001038,i001069,i000661,i001663,i000909,i001478,i000248,i000646"
u008444,"i001335,i001922,i001682,i002009,i001240,i001049,i001151,i000200,i000999,i001515"
u008450,"i000481,i002132,i001069,i001663,i001038,i000909,i000207,i001952,i000158,i001131"
u008452,"i000481,i001952,i001069,i000207,i000661,i000909,i001663,i001038,i000521,i000646"
u008453,"i001952,i000481,i000554,i000661,i001069,i001455,i001663,i000909,i001673,i000521"
u008455,"i001069,i000481,i001952,i000909,i001663,i000521,i000661,i000342,i000947,i001922"
u008457,"i000481,i000661,i001952,i001069,i000909,i000521,i001663,i001038,i000207,i000342"
u008459,"i000909,i001952,i001069,i000481,i000661,i002146,i001445,i000720,i001455,i000947"
u008462,"i001069,i000481,i001952,i001663,i000661,i000521,i001922,i000342,i000909,i001455"
u008464,"i001069,i000481,i000909,i001952,i000661,i000947,i001663,i001455,i000324,i001673"
u008469,"i000909,i000481,i001952,i001069,i000661,i000521,i001445,i000342,i000554,i001478"
u008470,"i000481,i001952,i001069,i000909,i000521,i000661,i001663,i000207,i000342,i001038"
u008486,"i001069,i000481,i001952,i001663,i000661,i000909,i000947,i000521,i001922,i001455"
u008488,"i001151,i000282,i000481,i001515,i000555,i000909,i001922,i001952,i000521,i000360"
u008489,"i000481,i001922,i001952,i001069,i000909,i000661,i000521,i001663,i000554,i000695"
u008496,"i001069,i000661,i001002,i001673,i000481,i001952,i001455,i001663,i000909,i001445"
u008499,"i001949,i001914,i000481,i000956,i001445,i001717,i000909,i001455,i000554,i001922"
u008500,"i000481,i001952,i000554,i001069,i001663,i000909,i000661,i000521,i001455,i000207"
u008511,"i001069,i000481,i000909,i001952,i000661,i000947,i001663,i001455,i001673,i000521"
u008514,"i001952,i000481,i001069,i000909,i000661,i001710,i001143,i001455,i001445,i001922"
u008527,"i001445,i001455,i001673,i001710,i001952,i001046,i001069,i000481,i000805,i000909"
u008540,"i000481,i000695,i000909,i001069,i000661,i001663,i001952,i000947,i001049,i001455"
u008546,"i001508,i001069,i001753,i001906,i000548,i000481,i000947,i000909,i000325,i000661"
u008550,"i001455,i001673,i001710,i001952,i001445,i001069,i000481,i000554,i000720,i000661"
u008551,"i001922,i000554,i000977,i001914,i000481,i001682,i001240,i002009,i001069,i000342"
u008552,"i000481,i001069,i000909,i001952,i000661,i001922,i001663,i001038,i000521,i000342"
u008555,"i000481,i000909,i001069,i001952,i000661,i001663,i001455,i000521,i000695,i000947"
u008557,"i001069,i000481,i000909,i001952,i001663,i000661,i000342,i000555,i000947,i000554"
u008564,"i001922,i001335,i002009,i001682,i000200,i001240,i000999,i001049,i000977,i001151"
u008567,"i000554,i001922,i000481,i001949,i000898,i001069,i000324,i000327,i001663,i000555"
u008571,"i000481,i001069,i000909,i001952,i001663,i000661,i001455,i001922,i000947,i000695"
u008575,"i001508,i000301,i000481,i001069,i001753,i000720,i001952,i000999,i001906,i001711"
u008591,"i001069,i000947,i001952,i000481,i001663,i000661,i000521,i000342,i000909,i001267"
u008592,"i000481,i001038,i001069,i001952,i001131,i002132,i000158,i001663,i001478,i000207"
u008593,"i001952,i000481,i001906,i001455,i001663,i001069,i000661,i001478,i000909,i001673"
u008596,"i000481,i000909,i001069,i001663,i001952,i000695,i000521,i001922,i000661,i000342"
u008601,"i001069,i000481,i000909,i001952,i001663,i000661,i000947,i000521,i001455,i000342"
u008614,"i000481,i000521,i000909,i000342,i001952,i001663,i000661,i001069,i000207,i000646"
u008618,"i001673,i001710,i001455,i000554,i001445,i001143,i000661,i001952,i000909,i001914"
u008629,"i001069,i000947,i001663,i000481,i001267,i000570,i001952,i000661,i000521,i000342"
u008633,"i001069,i000481,i000909,i001952,i001663,i000947,i000207,i000521,i000342,i001267"
u008637,"i000481,i001710,i001952,i001445,i001663,i000342,i001455,i001046,i000554,i000521"
u008642,"i002009,i001922,i001682,i001906,i001335,i000200,i000325,i000518,i000977,i001508"
u008647,"i000282,i001515,i001151,i000360,i001335,i000555,i001682,i000324,i001026,i001922"
u008651,"i001710,i001455,i001673,i001952,i001069,i001445,i000661,i000481,i001922,i000909"
u008662,"i001922,i001069,i000720,i001455,i000947,i000999,i000342,i000481,i001875,i002009"
u008664,"i000481,i001922,i000661,i000909,i001952,i001663,i001914,i001069,i000324,i001455"
u008666,"i001069,i000481,i001952,i000909,i000661,i001663,i000947,i000521,i001922,i001455"
u008667,"i001046,i000481,i001952,i002146,i001663,i001069,i000909,i000661,i001445,i000521"
u008668,"i000898,i000481,i000324,i001516,i000909,i000327,i001663,i000555,i001949,i001952"
u008669,"i000909,i000481,i000695,i001663,i001455,i001069,i001952,i001038,i001584,i001240"
u008670,"i000909,i000481,i001069,i001952,i000695,i000661,i001922,i001663,i000521,i000342"
u008675,"i001069,i000931,i000481,i001952,i000909,i000947,i000652,i000661,i001663,i000521"
u008682,"i000481,i001069,i001922,i001952,i000909,i000661,i001663,i000555,i001455,i000324"
u008683,"i000481,i000909,i001069,i001455,i001922,i001663,i001952,i000695,i000661,i001673"
u008689,"i001131,i000481,i001663,i000521,i000342,i000909,i001069,i001952,i000158,i000661"
u008691,"i000481,i001038,i001069,i001952,i000521,i001478,i000661,i001663,i000909,i000646"
u008695,"i000481,i000521,i001952,i000909,i000342,i000661,i001069,i001663,i000619,i000248"
u008702,"i000481,i001069,i000909,i001952,i001663,i000695,i000661,i001455,i001445,i001914"
u008705,"i001049,i001688,i000695,i001584,i000058,i001462,i001922,i001240,i000401,i000999"
u008709,"i001663,i001069,i000481,i000947,i002132,i000646,i001952,i000661,i000342,i000158"
u008731,"i000481,i000909,i000521,i001069,i000661,i000342,i001952,i000947,i001663,i000619"
u008732,"i000481,i001069,i001663,i000909,i000695,i001949,i001952,i000661,i001914,i001922"
u008737,"i000909,i000481,i001069,i001952,i001478,i000521,i000207,i000661,i001663,i000342"
u008738,"i000481,i001069,i000909,i001952,i001663,i000661,i001922,i000521,i000947,i000324"
u008744,"i001922,i001682,i001335,i002009,i001710,i000200,i001673,i000695,i001069,i001952"
u008745,"i000158,i000481,i000909,i001952,i001455,i000661,i001069,i000554,i000521,i001663"
u008748,"i000481,i001952,i001069,i000661,i000909,i001663,i000947,i000521,i001922,i001455"
u008751,"i001455,i001952,i001673,i000481,i001710,i000661,i001069,i000342,i000909,i001445"
u008752,"i001710,i001673,i001455,i000805,i001445,i000554,i001952,i000661,i000720,i001949"
u008757,"i001069,i000481,i000909,i001952,i001663,i000661,i000521,i000947,i000342,i001922"
u008759,"i000909,i000481,i001069,i001952,i001663,i001455,i000661,i000947,i000695,i000521"
u008761,"i000481,i000909,i001663,i001069,i000695,i000521,i001952,i001922,i000342,i000661"
u008774,"i000554,i001069,i000481,i000931,i000909,i000521,i001952,i001663,i000947,i000661"
u008777,"i001069,i000481,i001952,i001922,i000661,i001663,i000909,i001682,i000521,i000947"
u008783,"i001069,i000481,i000909,i001663,i001952,i000342,i000661,i000521,i001949,i000554"
u008790,"i000481,i001069,i001952,i001922,i001663,i000521,i000661,i000909,i000342,i001038"
u008792,"i001069,i000481,i000909,i001952,i001663,i000661,i000695,i001922,i000947,i000521"
u008794,"i000342,i000481,i000521,i000661,i001952,i000909,i001663,i001069,i000253,i000619"
u008797,"i000947,i001069,i001189,i000481,i000521,i001663,i000342,i001952,i000909,i001922"
u008805,"i000481,i001922,i001069,i001952,i000661,i001663,i000909,i000695,i001445,i000521"
u008813,"i001069,i000481,i001952,i000909,i000661,i001455,i000947,i001663,i001673,i001922"
u008820,"i000481,i001038,i001952,i000207,i001069,i001478,i001663,i000909,i000661,i000646"
u008824,"i000481,i001069,i001952,i001663,i001922,i000661,i000909,i001455,i001445,i000521"
u008835,"i001069,i001952,i000481,i001710,i000909,i001455,i000947,i001663,i000342,i001673"
u008837,"i000481,i001069,i001663,i000695,i000909,i001922,i001952,i001688,i000661,i001240"
u008839,"i000909,i001069,i000481,i001952,i000521,i000661,i000342,i001038,i000167,i001478"
u008842,"i001069,i000481,i000909,i001952,i000931,i000521,i000661,i000947,i001949,i001038"
u008846,"i000555,i000481,i001952,i001069,i001663,i000324,i000521,i000909,i000661,i001673"
u008852,"i000481,i001069,i001952,i001663,i001922,i000909,i000661,i000342,i001914,i000521"
u008860,"i000554,i000931,i000481,i001069,i000909,i001949,i000521,i001663,i001240,i001455"
u008861,"i000481,i001069,i001952,i001663,i000695,i000661,i000909,i001445,i001922,i001584"
u008865,"i000481,i001663,i001069,i001952,i000661,i000521,i000909,i001922,i000695,i000342"
u008871,"i001875,i000618,i000481,i001952,i001069,i001663,i001296,i000554,i000661,i001455"
u008878,"i001952,i000481,i001069,i000661,i001455,i001663,i000909,i001673,i000521,i001949"
u008879,"i001069,i000481,i001952,i000909,i000661,i001663,i000947,i000695,i000931,i001455"
u008887,"i000481,i001922,i000695,i000058,i000909,i001069,i001688,i001952,i001663,i000661"
u008888,"i001069,i000481,i001952,i000661,i000521,i000909,i001922,i001663,i000342,i000947"
u008892,"i001922,i001335,i000200,i001682,i000977,i001151,i000554,i000999,i000555,i000282"
u008898,"i000481,i001663,i001069,i000909,i000661,i001952,i000521,i000342,i001478,i000554"
u008899,"i001240,i001922,i000754,i000695,i001688,i001049,i000058,i000554,i001335,i002009"
u008900,"i001069,i001952,i000481,i000909,i000947,i000661,i000521,i001445,i001663,i001038"
u008902,"i001069,i000481,i000909,i000947,i001952,i001663,i000521,i001713,i001267,i000570"
u008906,"i000481,i001069,i001952,i000909,i001663,i000207,i000947,i001038,i000661,i000521"
u008917,"i000481,i000909,i001663,i001069,i000521,i000695,i001922,i000555,i001952,i000554"
u008918,"i000481,i001922,i001069,i001952,i000661,i001663,i001455,i000521,i000909,i001949"
u008923,"i001069,i001952,i000481,i000909,i000947,i001663,i000521,i000661,i001455,i000570"
u008926,"i001069,i000481,i000909,i001952,i001663,i000521,i000342,i000661,i000947,i001949"
u008927,"i001069,i001952,i000481,i000947,i000909,i000661,i000555,i001445,i001038,i001663"
u008930,"i001069,i000481,i000909,i001713,i001952,i001663,i000947,i000521,i000661,i000207"
u008934,"i001069,i000554,i000481,i001445,i001455,i000931,i001663,i000909,i001952,i001673"
u008938,"i001508,i000912,i001753,i000481,i000909,i001906,i000518,i001455,i001069,i000555"
u008939,"i000481,i001069,i001663,i000909,i001952,i001922,i000554,i000661,i001455,i000521"
